㧻破	敲破
立冬	立冬
立志	立定意向
竹皮	竹皮
竹扦	細竹刺
竹林	竹林
竹椅	竹椅
竹披	淺的盤形竹器
竹林	竹林
竹耙	竹製的耙子
竹部	竹叢
竹筍	竹筍
竹葉	竹葉
竹篙	竹竿
竹篾	竹篾
竹簾	竹簾
笑詼	有趣
符仔	符籙
第二	第二
筆套	筆套
等待	等待
筋脈	筋脈
筧水	導水
算計	算計
管仔	管子
管樂	管樂
箸籠	裝筷子的竹籠
節氣	二十四節氣
節脈	把脈
節氣	節氣
節目	節目
節約	節約
篡位	篡位
篩粟	篩選稻穀
簸米	篩米
籃球	籃球
籠床	蒸籠
籠雞	用籠子把雞關住
米升	升斗
米芳	米花.一種傳統點心
米倉	米庫
米篩	篩米用的篩子
米糠	米糠
米甕	米甕
米糧	米糧
米攕	插入米袋中的尖叉子,為取樣的工具.
米粩	米粩
粉肝	肉質細嫩的豬肝
粒仔	皮膚上的膿瘡
粗坯	未經窯燒的陶器
粗菜	不是很精緻的菜餚
粗𡢃	沒纏足、做粗活的婢女
粟仔	稻穀
精肉	瘦肉
精英	精英
粿印	粿印
粿粞	糯米團
粿路	糕粿類
粿酺	煮熟的糯米團
粿模	專門用來製造粿類食物的模型
糖廠	糖廠
糖廍	糖廍
糙米	糙米
糞埽	垃圾
糴米	買米
糶米	賣米
糾筋	抽筋
糾帶	鬆緊帶
紀念	紀念
約束	約束
紅仕	紅仕
紅色	紅色
紅豆	紅豆
紅帖	喜帖
紅柿	紅柿
紅色	紅色
紅卵	紅蛋
紅顏	美麗的女人
紅燭	紅燭
紅顏	紅顏
紅麴	紅麴
納稅	繳交稅金
納稅	納稅
純金	純金
純然	純然
紗仔	薄絲絹布
紙撚	紙張撚成細長狀
紙橐	紙袋
素面	素面
紡紗	紡紗
紺色	深藍色
結果	結果
結花	配戴上花
絕招	絕招
絨仔	絨布
經布	織布
經書	經書
經脈	經脈
經營	經營
綠豆	綠豆
緊來	快來
編排	編排
練武	學習武功
縛粽	包粽子
縣志	記載一個縣的相關事物的書
總鋪	大板床
織布	織布
繼承	繼承
纏絆	纏住牽絆
缺點	缺點
缺陷	缺陷
罕見	罕見
罟魚	撈魚
罩霧	霧氣籠罩
罩霧	起霧
罪犯	罪犯
罷工	罷工
罷免	罷免
罷了	罷了
羊毛	羊毛
羊犅	公羊
羌仔	山羌
美色	美色
美人	美人
美國	美國
群島	群島
義工	義工
義父	義父
翕相	照相
翕相	照相
翻頭	回頭
翼股	翅膀骨連肌合稱
老練	老練
老大	老大
老人	老人
老師	老師
老猴	妻子怒稱或戲稱丈夫
老舖	老店
考數	查帳
耐用	耐用
聖人	聖人
聘請	聘請
聘禮	聘禮
聘書	聘書
聲波	聲波
聲音	聲音
聲調	聲調
聲明	聲明
聽有	聽得懂
聽見	聽見
聽候	聽候
肉包	肉包
肉酥	肉鬆
肉乾	肉乾
肉鉤	肉鉤
肉瘤	肉瘤
肉糋	炸肉
肉醬	肉醬
肉瓤	脂肪層
肚腸	度量
肚臍	肚臍
肛門	肛門
股份	股份
股東	股東
股票	股票
肯定	肯定
育飼	養育
肺部	肺部
胃散	治療胃病的藥粉
胃腸	胃腸
背信	違背信約
背冊	背書
胸坎	胸口
脫水	把溼掉的物品的水分瀝乾
脫輪	骨頭移位
脫輪	脫臼
腰尺	豬的胰臟
腰肚	腰包
腹肚	肚子
膨床	彈簧床
膨椅	沙發椅
膨紗	毛線
膽量	膽量
膽汁	膽汁
臨急	臨危
自白	自白
自己	自己
致心	專心致志
臺奸	臺奸
舀水	舀水
舂米	把稻穀的外殼去掉,而保留其中的米粒.
興旺	興旺
興盛	興盛
舉例	舉例
舞台	舞臺
船頭	船頭
艱苦	艱苦
色水	顏色
色情	色情
艾虎	《小五義》中的人物
芋稈	芋稈
芟草	除草
芥辣	一種辣味醬
花旦	花旦
花燭	美麗的蠟燭
花蕊	花朵
花草	花紋
花瓶	花瓶
花園	花園
花蕊	花朵
花瓣	花瓣
花轎	古時新娘乘坐的轎子
花籃	花籃
芳味	香味
苦主	苦主
苦味	苦味
苦戲	苦情戲
苦勸	苦勸
茈薑	嫩薑
茶米	茶葉
茶滓	茶垢
茶盤	盛放茶具的盤子
茶甌	茶杯
茶館	茶館
草木	草木
草囷	草捆
草埔	草原
草烌	草灰
草案	尚未議決、定論的案子
草書	草書
草鍥	割草的農刀
莫非	難道
菊花	菊花
菜心	菜心
菜甲	蔬菜外層的硬菜葉
菜尾	吃剩的飯菜
菜砧	切菜用的砧板
菜脯	蘿蔔乾
菜擔	菜攤
菜櫥	早期用來放剩菜的櫥櫃
菱角	菱角
萬歲	一萬歲
萬事	萬事
落注	下注
落肥	施肥
落崎	下坡
落第	名落孫山
落雪	下雪
落風	漏風
落山	下山
落雨	下雨
落肥	施肥
落南	南下
落眠	睡熟了
落筆	下筆
落選	落選
落雹	下冰雹
落糞	下肥
落霜	下霜
葉脈	葉脈
著痧	中暑
著你	輪到你
著病	得病
著癌	得癌症
蓆仔	蓆子
蓋被	蓋被子
蓋色	塗色
蓬鬆	蓬鬆
蔗糖	蔗糖
蔭白	因為沒曬到陽光而使皮膚變白
蔭肉	因為較深的顏色的襯托而使得皮膚更為白皙
薅草	拔草
薟辣	辛辣
薰屎	煙灰
藝術	藝術
藝術	藝術
藤椅	藤椅
藥丹	丹藥
藥方	藥方
藥包	藥包
藥石	方藥與砭石,都是治病的藥物.
藥材	藥材
藥皂	藥皂
藥性	藥的性質
藥粉	藥粉
藥戥	藥秤
藥餅	扁圓形藥錠
藥頭	頭一劑藥
蘋果	蘋果
虎牙	虎牙
虎鞭	虎鞭
號名	取名字
虯跤	腳萎縮蜷曲
蚵炱	蚵炱
蛀齒	蛀牙
蜜月	蜜月
蝕本	賠本
蝦仁	蝦仁
蝦膎	醃製的蝦子
蝨篦	去除頭蝨的梳子
螺仔	螺
蠓罩	蚊帳
蠓罩	蚊帳
血蚶	血蚶
血管	血管
行路	走路
行禮	行禮
行春	新年時去拜訪朋友
行棋	下棋
行禮	行禮
表示	表示
表氣	散發毒氣
衫裾	衣服下襬
衰潲	倒楣
袂曉	不會
被告	被告
被單	被單
補眠	補充不足的睡眠
補腎	補腎
補貨	補貨
褒貶	褒貶
褙壁	貼壁紙
褪衫	脫衣服
褪皮	脫皮
西瓜	西瓜
西方	西方
西裝	西裝
要求	要求
見效	見效
見識	見識
規則	規則
觀念	觀念
角勢	方位
解厄	解除災難
解散	解散
解說	解釋
言辭	言辭
訂婚	訂婚
訂位	訂位
計算	計算
計較	計較
記號	記號
訴狀	訴狀
註解	註解
詞語	詞語
試車	試車
詩律	作詩的格律
話屎	贅言
認輸	認輸
誓言	誓言
誘拐	誘拐
語文	語文
語言	語言
語言	語言
誠貴	很貴
誦經	誦經
說明	說明
說服	說服
課本	課本
調節	調節
調整	調整
調整	調整
諸君	各位
謔人	用言語戲弄人
講古	講故事
講破	說明白
證券	代表金錢與物品的書面文件
證書	證書
讀冊	讀書
變空	設陷阱
變面	改變臉色,指翻臉.
讓位	讓座
豆奶	豆漿
豆皮	豆皮
豆油	醬油
豆莢	豆莢
豆酺	豆麴
豆醬	用豆、麥、米等蒸熟,經過曝曬、發酵,加研製成的調味品或其醃漬品.
豪門	豪門
豬母	母豬
豬母	母豬
豬灶	殺豬的地方
豬肚	豬肚
豬油	豬油
豬胚	小豬
豬槽	豬槽
貞操	貞操
負債	負債
負擔	負擔
財力	財力
財務	財務
財產	財產
財團	財團
貧血	貧血
貧窮	貧窮
貨底	貨底
貨架	貨架
販賣	販賣
貴妃	貴妃
貴姓	貴姓
貴府	貴府
貴姓	貴姓
費神	耗費精力
賊婆	女賊
賓館	賓館
賞月	賞月
賠罪	賠罪
賢弟	賢弟
賢弟	賢弟
賣麵	賣麵
賤人	卑下的人
賭強	逞強
贖身	贖身
贖罪	贖罪
赤砂	紅砂糖
赤砂	紅砂糖
走音	走調
走差	走樣
走唱	走唱
赴會	參加宴會
起山	登陸
起厝	蓋房子
起厝	蓋房子
起痟	發瘋
趁墟	趕集
超越	超越
越頭	回頭
趨雪	滑雪
跂跤	墊腳
跋桮	擲筊
跑道	跑道
跤曲	腳關節
跤步	腳步
跤肚	小腿後面壟起的部分
跤跡	腳印
跤蹄	腳丫子
跪拜	跪著拜
路途	路途
跳頁	跳過一頁
踅街	逛街
踏蹺	踩高蹺
蹽水	涉水
身軀	身體
身價	身價
身體	身體
車夫	車伕
車身	車身
車砂	搬運砂石
車衫	以縫紉機車衣服
車站	車站
車擋	剎車
軍營	軍營
軟心	心軟
輕鬆	輕鬆
輕薄	輕薄
輕視	輕視
輸血	輸血
轉柩	出殯時的一種儀式,將棺材頭由向著家中轉向門口,以準備移出.
轎槓	抬轎的粗棍
轟炸	轟炸
辛苦	身心勞累
辦菜	準備餐點
辭典	辭典
辯論	辯論
辯論	辯論
辰時	上午七點到九點
農村	農村
農業	農業
農民	農民
近來	近來
近海	近海
退出	退出
退燒	退燒
退租	解除租約
送定	下聘禮
送禮	送禮
送貨	送貨
送禮	送禮
逃避	逃避
逆境	逆境
透早	大清早
透年	整年
透風	颳風
這爿	這邊
這時	這個時候
這跡	這一塊地方
通批	通信
通知	通知
逞性	放縱自己的心性
造反	造反
遇著	遇到
運貨	運送貨物
過戶	將財產轉移給他人
過時	過時
過份	過分
過秤	用秤稱重量
過失	過失
過濾	過濾
遏泔	舀稀飯的浮渣
道家	道家
道理	道理
道教	道教
遙遠	遙遠
遛皮	脫皮
遠足	遠足
遠東	歐美稱呼亞洲東部各國
遮雨	遮雨
選擇	選擇
避免	避免
邊仔	旁邊
邊界	邊界
邪氣	邪氣
郎君	丈夫
部份	部分
部隊	部隊
都市	都市
鄉里	鄉里
鄉鎮	鄉鎮
鄰長	鄰長
酉時	下午五點到七點
配角	陪襯的角色、次要或指做輔助工作的人
配色	配色
配種	配種
酒杯	酒杯
酒矸	酒瓶
酒席	酒宴
酒壺	酒壺
酒精	酒精
酒鍾	酒鍾
醃瓜	醃瓜
醫師	醫師
重巡	雙眼皮
重來	重來
重巡	雙眼皮
重新	重新
重眠	把睡眠看得很重要、需要較多睡眠時間
野草	野草
野外	野外
野花	野花
金孫	愛孫、寶貝孫子
金庫	金庫
金桔	金桔
金條	金條
金釧	金手環
金創	被金屬類利器所弄傷的傷口
金鼎	金爐
金錢	金錢
金爐	金爐
針鼻	針孔
釣魚	釣魚
釣餌	釣餌
鈕仔	鈕扣
鈕衫	扣上衣扣
鉛鉼	鉛片、鉛鈑
鉸刀	剪刀
鉸剪	剪刀
鉼針	別針
銀行	銀行
銀箔	銀箔
銃子	子彈
銃桿	槍桿
銅癀	銅綠
鋸屑	鋸木頭的木屑
鋸柴	鋸木頭
鋼琴	鋼琴
鋼鐵	鋼鐵
錄影	錄影
錄取	錄取
錢財	財物
鍊金	鍊金
鍤塗	挖土
鎖匙	鑰匙
鎖門	鎖門
鏡台	安裝有鏡子的底座
鏡頭	鏡頭
鏨字	雕刻字
鐵杓	鐵杓
鐵板	鐵板
鐵盒	鐵盒
鐵櫃	鐵櫃
鐵枝	鐵條
鐵人	身體強健如鐵打
鐵罐	鐵罐
鑄造	鑄造
鑢鉎	刷汙垢
長男	第一個兒子
長期	長時間
長褲	長褲
長度	長度
長逝	長途、長程
長靴	長筒靴
長輩	長輩
長䘼	長袖
門戶	門戶
門生	門生
門閂	門閂
門扇	門扇
門栱	栓門的木棍
門框	門框
門徛	門框兩邊的直木
門圈	門環
門鈴	門鈴
門鎖	門鎖
閃避	閃避
閉關	閉關
開叉	開叉
開放	開放
開張	開張
開墾	開墾
開門	開門
開車	開車
開會	開會
開銃	開槍
開幕	拉開簾幕、開張
閘水	切斷水源
關節	骨與骨相銜接的地方
關童	催請神靈
阮兜	我家、我們家
防備	防備
防水	防水
阿公	爺爺、外公
阿月	阿月
阿母	媽媽
阿妗	舅媽
阿叔	叔叔
阿姆	伯母
阿姊	姊姊
阿母	媽媽
阿娘	媽
阿爹	父親
阿婆	老太太
阿媽	指外婆或奶奶
阿舅	舅舅
阿嬸	嬸嬸
陣風	陣風
除掉	除掉
陪伴	陪伴
陪酒	陪酒
陷害	陷害
陷坑	陷阱
隊長	隊長
階級	階級
隱瞞	隱瞞
雄性	雄性
雙親	雙親
雙號	雙號
雙手	雙手
雜貨	雜貨
雞卵	雞蛋
雞災	雞瘟
雞牢	雞舍
雞胘	雞的砂囊
雞湯	雞湯
雞鵤	未成熟的公雞
雞籠	雞籠
雞籠	雞籠
雞籠	關雞的籠子
雞𧉟	附生在雞身上的小蟲
離別	離別
難得	難得
雨水	節氣名
雨幔	雨衣
電鋸	電鋸
電鍋	電鍋
霆雷	打雷
霆雷	打雷
青色	青色
青春	青春
青春	青春
靠礁	觸礁
面子	面子
面巾	毛巾
面色	臉色
面試	面試
面容	面容
面模	臉的輪廓
革職	革職
鞋底	鞋底
鞋楦	鞋模
鞋襻	拖鞋的指夾處
音樂	音樂
音響	音響
頂屜	上面的抽屜
頂擺	上一次
頂頭	上面
頂𦜆	口腔上壁
項目	項目
順序	順序
預算	預算
頓印	蓋印章
領導	領導
領教	領教
領土	領土
領錢	領錢
頭名	第一名
頭版	頭版
頭前	前方
頭腦	頭腦
頭獎	頭獎
頭麩	頭皮屑
頭鬃	頭髮
頷頸	脖子
題目	題目
題詩	題詩
顏回	顏回
顧厝	看顧房子
顫跤	抖腳
顯示	顯示
顯考	已故的父親
顯頭	顯眼、醒目
風度	風度
風格	風格
風景	風景
風霜	風霜
颺粟	讓風吹去稻穀中的雜質
飄揚	飄揚
飛行	飛行
食紅	獲得紅利
食茶	喝茶
食薰	抽煙
食錢	吃錢、貪汙
食食	食物
食晝	吃午餐
食菜	吃素
食飽	吃夠
食福	口福
食薰	抽菸
食奶	喝奶
飯斗	飯桶
飯坩	飯鍋
飯粒	飯粒
飯碗	飯碗
飲料	飲料
餅𩛩	潤餅
養爸	養父
養花	養花
餐費	餐費
餐廳	餐廳
饒命	饒命
首輪	首輪
香菇	香菇
馬鞍	馬鞍
馬鞭	馬鞭
駛犁	駕駛犁
駛車	開車
騎馬	騎馬
驗傷	驗傷
驗貨	驗貨
骨架	骨架
骨膜	覆在骨頭表面的一層白色強韌薄膜
骨髓	骨髓
體面	體面
體面	體面
體貼	體貼
高考	國家高等考試
高級	高級
高攀	高攀
鬍鬚	大鬍子
鬢繐	鬢毛
鬱熱	悶熱
魚丸	魚肉製成的小丸子
魚拊	魚鬆
魚笱	捕魚用的竹簍
魚雷	魚雷
鳥囮	引誘鳥入籠的鳥
鳥隻	鳥兒
鴨雄	小公鴨
麥麩	麥麩
麵龜	用麵粉製成的壽龜
麻索	麻繩
麻醉	麻醉
麻油	麻油
麻衫	麻衣、孝服
黜毛	掉頭髮
點香	燃香
點菜	點菜
點錢	點錢
鼎疕	鍋粑
鼎墘	鍋邊
鼎蓋	鍋蓋
鼻空	鼻孔
齆聲	因鼻子不通而說話帶著很濃的鼻音
齊全	齊全
齊勻	均勻
齒抿	牙刷
龍鳳	龍鳳
龍鳳	龍鳳
𠞭開	割開
𣁳仔	杓子
𤆬頭	帶頭
𥍉目	眨眼睛
𦊓魚	捕魚
𩛩肥	堆肥
𫝏鋼	煉鋼
𫝏錢	奠酒
㔂甘蔗	削掉甘蔗的外皮節眼、籜葉
一蕊花	一朵花
一睏仔	一下子
一千箍	一千元
一口井	一口井
一家口	一家人
一口灶	一戶
一分鐘	一分鐘
一勻塗	一層土
一匹布	一匹布
一升米	一升米
一支喙	一張嘴
一比五	一比五
一世人	一輩子
一仙錢	一分錢
一包米	一包米
一句話	一句話
一本冊	一本書
一石米	一石米
一百箍	一百塊錢
一行字	一行字
一身佛	一尊佛像
一坎店	一家店
一尾魚	一尾魚
一張批	一封信
一批貨	一批貨
一杓水	一瓢水
一束花	一束花
一囷草	一捆草
一坩飯	一鍋飯
一坵田	一塊田
一帕塗	一布帕的土
一帖藥	一帖藥
一大拖	一大堆
一板橋	一座橋
一枝薰	一根煙
一注錢	一筆錢
一股線	一股線
一股菜	一畦菜
一肢手	一隻手
一厘仔	一點點
一品官	一品官
一封書	一封信
一流水	一次漲潮的時間
一盆花	一盆花
一秒鐘	一秒鐘
一重皮	一層皮
一面鏡	一面鏡子
一風船	漁船捕魚一次
一個月	一個月
一垺屎	一堆糞便
一座山	一座山
一陣風	一陣風
一陣人	一群人
一隻貓	一隻貓
一大堆	一大堆
一堵壁	一堵牆
一張紙	一張紙
一掠長	一掌長
一桶水	一桶水
一條路	一條路
一盒餅	一盒餅
一袋米	一袋米
一逝路	一趟路
一逝線	一條線
一部冊	一套書
一壺酒	一壺酒
一幅圖	一幅圖
一幅畫	一幅畫
一節課	一節課
一群人	一群人
一葩花	一串花
一里路	一里路程
一鈷茶	一壺茶
一面鼓	一面鼓
一對時	二十四小時
一綹線	一綹線
一盤棋	一盤棋
一盤菜	一盤菜
一擔水	一擔水
一頭菜	一籮菜
一幫批	一批信
一營兵	一營部隊
一篷貨	一船的貨物
一篷人	一群人
一甕酒	一罈酒
一雙鞋	一雙鞋
一齣戲	一齣戲
一疊冊	一疊書
一攬大	一人兩手合抱的大小
一攬柴	一綑柴
七个人	七個人
七星陣	依照北斗七星排列所設的陣式
七言詩	七言詩
七娘媽	七星娘娘
三隻狗	三條狗
三八人	傻氣不正經的人
三角銀	三毛錢
三斗米	三斗米
三仔五	三百五十
三叩首	三叩首
三口灶	三戶人家
三工前	三天前
三碗飯	三碗飯
三領衫	三件衣服
三層肉	五花肉
三八膣	罵女人不莊重
上青苔	長青苔
上蓋媠	最漂亮
上街頭	走上街頭.指群眾運動.
下水湯	用禽類動物內臟煮成的湯
下重手	出手用力
世界甜	超級甜
中狀元	考上狀元
中古車	中古車
中學生	中學生
久久仔	偶爾
么二三	一二三
乞符仔	向道士求討符咒
乞食幫	丐幫
亂使講	亂說
五領衫	五件衣服
五點正	五點整
五里路	五里長的路程
交懍恂	打寒噤
交情深	交情深
人事室	管理機關人員的辦公處所
人造雨	人造雨
人之初	人生的開始.三字經的首句.
人客倌	對客人的敬稱
今仔日	今天
仝字姓	同姓
仝字勻	輩份相同
份生理	入股做生意
伊真花	他很花心.
佈稻仔	插秧
何仙姑	何仙姑
佯毋知	裝作不知道
使暗步	使用不光明的方法
使袂行	叫不動
使目尾	送秋波
使性地	耍脾氣
使目尾	以眼神示意,常用於表示眉目傳情
來好倌	來好女仕
供天公	拜天公
便菜飯	現成的飯菜
信用卡	信用卡
倒踏蹬	腳沒穿進鞋裡,踏著鞋後緣
