㔂	lân
罨	am
罩	tà
罩	tàu
罪	tsuē
罰	hua̍t
罵	mā
罵	mē
罷	pā
罾	tsan
羊	iûnn
羌	kiunn
美	bí
羞	tshiu
群	kûn
義	gī
羶	hiàn
羹	kenn
羹	kinn
翁	ang
翕	hip
翸	phún
翹	khiàu
翻	huan
翼	si̍t
老	láu
老	lāu
考	khó
者	tsiá
耍	sńg
耎	luán
耐	nāi
耙	pê
耙	pē
耳	hīnn
耳	ní
耳	hī
聖	siànn
聘	phìng
聯	liân
聲	siann
聲	sing
聳	tshàng
職	tsit
聽	thiann
聽	thìng
聿	u̍t
肉	bah
肉	jio̍k
肚	tōo
肚	tóo
肝	kan
肝	kuann
股	kóo
肢	ki
肥	puî
肯	khíng
育	io
肺	hì
胃	uī
背	puē
胎	thai
胎	the
胘	kiān
胚	phue
胮	hàng
胸	hing
能	lîng
胿	kui
脆	tshè
脈	me̍h
脣	tûn
脫	thuat
脫	thu̍t
脯	póo
脹	tiòng
脹	tiùnn
脾	pî
腎	sīn
腔	khiunn
腡	lê
腥	tshènn
腦	náu
腫	tsíng
腰	io
腸	tn̂g
腹	pak
腿	thuí
膎	kê
膏	ko
膚	hu
膜	mo̍oh
膠	ka
膣	tsi
膨	phòng
膭	kuī
膽	tám
膽	tánn
膿	lâng
臆	ioh
臊	tsho
臍	tsâi
臣	sîn
臨	lîm
臨	lím
自	tsū
臭	tshàu
致	tì
舀	iúnn
舂	tsing
舅	kū
興	hing
興	hìng
舊	kū
舌	tsi̍h
舐	tsīnn
舒	tshu
舖	phòo
舞	bú
船	tsûn
色	sik
艾	hiānn
艾	ngāi
芋	ōo
芟	sing
芡	khiàn
花	hua
花	hue
芳	phang
芽	gê
苛	khô
若	ná
若	nā
苦	khóo
苧	tē
苧	tuē
苴	tsū
茂	ōm
茄	kiô
茈	tsínn
茫	bâng
茫	bông
茶	tê
草	tsháu
草	tshó
荏	lám
荒	hng
莊	tsng
莢	ngeh
莫	bo̍k
莫	mài
菇	koo
菊	kiok
菜	tshài
萎	ui
萬	bān
落	lak
落	làu
落	loh
落	lo̍h
落	lo̍k
葉	hio̍h
著	tio̍h
著	to̍h
葩	pha
葬	tsòng
蒂	tì
蒜	suàn
蓄	hak
蓆	tshio̍h
蓋	kah
蓋	kài
蓋	kuà
蓬	phōng
蔗	tsià
蔥	tshang
蔫	lian
蔭	ìm
蔭	ńg
蕊	luí
薄	po̍h
薅	khau
薑	kiunn
薟	hiam
薯	tsî
薰	hun
薸	phiô
藃	hiauh
藍	nâ
藏	tshàng
藝	gē
藤	tîn
藥	io̍h
蘭	lân
虎	hóo
虛	hi
號	hō
虯	khiû
虹	khīng
蚵	ô
蚶	ham
蛀	tsiù
蛆	tshi
蛆	tshu
蛇	tsuâ
蜂	phang
蜜	bi̍t
蜷	khûn
蝕	si̍h
蝝	iân
蝦	hê
蝨	sat
蝹	un
螺	lê
蟬	siân
蟯	giô
蟯	ngia̍uh
蟲	thâng
蟲	thiông
蟳	tsîm
蟶	than
蠓	báng
蠟	la̍h
血	hiat
血	hueh
行	hâng
行	hīng
行	kiânn
術	su̍t
街	ke
衝	tshìng
衝	tshiong
衣	i
衣	ui
表	piáu
表	pió
衫	sann
衰	sue
袂	bē
袋	tē
袚	phua̍h
被	pī
被	phuē
裁	tshâi
裂	liah
裂	li̍h
裒	pôo
裘	hiû
裙	kûn
補	póo
裝	tsng
裝	tsong
裡	lí
裡	--lí
裾	ki
褒	po
褒	mā
褙	puè
褪	thǹg
褫	thí
褲	khòo
襇	kíng
襪	bue̍h
襻	phàn
西	sai
西	se
覆	phak
見	kiàn
見	kìnn
規	kui
覓	bā
覓	māi
覕	bih
親	tshin
角	kak
解	kái
觳	khok
觸	tak
言	giân
訂	tīng
計	kè
討	thó
託	thok
記	kì
訣	kuat
設	siat
訴	sòo
註	tsù
詈	lé
詈	lué
評	phîng
詞	sû
試	tshì
詩	si
話	uē
該	kai
詼	khue
認	jīn
誓	tsuā
誓	sè
誘	iú
語	gí
語	gú
誠	tsiânn
誡	kài
誤	gōo
說	suat
說	suè
說	sueh
誰	tsuî
課	khò
調	tiâu
調	tiāu
談	tâm
請	tshiánn
請	tshíng
諍	tsènn
諍	tsìnn
論	lūn
諞	pián
諾	--hioh
謔	gio̍h
講	káng
講	kóng
謝	siā
謼	hooh
譀	hàm
證	tsìng
識	sik
譜	phóo
讀	tha̍k
讀	tho̍k
變	piàn
變	pìnn
讓	niū
讖	tshàm
讚	tsán
豆	tāu
豉	sīnn
象	tshiūnn
豬	ti
豹	pà
貓	niau
負	hū
財	tsâi
貧	pîn
貨	huè
販	huàn
販	phuànn
貪	tham
貫	kǹg
貯	té
貴	kuì
貶	pián
買	bé
買	bué
買	mái
買	buē
貺	hīng
費	huì
貼	tah
貼	thiap
貿	bāu
賊	tsha̍t
賒	sia
賜	sù
賞	siúnn
賠	puê
賢	hiân
賣	bē
賣	buē
賣	māi
賣	bué
賤	tsiān
質	tsit
賭	tóo
賰	tshun
賴	luā
贌	pa̍k
贏	iânn
贖	sio̍k
赤	tshiah
赦	sià
走	tsáu
赴	hù
起	khí
趁	thàn
越	ua̍t
趒	tiô
趕	kuánn
趖	sô
趨	tshu
足	tsiok
趼	lan
跂	kué
跋	pua̍h
跍	khû
跑	pháu
跔	ku
跕	liam
跙	tshū
跛	pái
跟	kin
跡	俗 jiah
跡	liah
跡	jiah
跤	kha
跩	tsuāinn
跪	kuī
路	lōo
跳	thiàu
踅	se̍h
踏	ta̍h
踢	that
踮	tiàm
蹁	phîn
蹄	tê
蹓	lau
蹔	tsàm
蹛	tuà
蹺	khiau
蹽	liâu
躄	phih
躘	liòng
躡	neh
身	sian
身	sin
躼	lò
躽	nuà
軀	su
軁	nǹg
軁	nng
車	tshia
軋	kauh
軍	kun
軟	nńg
較	kah
較	khah
載	tsài
載	tsáinn
輕	khin
輦	lián
輩	puè
輪	lián
輪	lûn
輸	su
輾	liàn
轉	tsuán
轉	tsuān
轉	tńg
轎	kiō
辛	sin
辣	lua̍h
辦	pān
辭	sî
辭	sû
辮	pīnn
辯	piān
辰	sîn
農	lông
迎	ngiâ
近	kīn
迒	hānn
迫	pik
迵	thàng
迷	bê
迸	piàng
追	tui
退	thè
送	sàng
逃	tô
逆	gi̍k
透	thàu
逐	jiok
逐	lip
逐	ta̍k
途	tôo
這	tse
這	tsit
通	thang
通	thong
逝	tsuā
逞	thíng
造	tsō
連	liân
進	tsìn
逼	pik
遇	gū
遊	iû
運	ūn
遍	piàn
過	kuè
過	kè
過	kò
遏	at
遐	hia
遐	hiâ
遐	hiah
道	tō
遛	liù
遠	uán
遠	hn̄g
遨	gô
遮	tsia
遮	tsiah
遮	jia
遷	tshian
選	suán
遹	u̍t
遺	i
避	pī
還	hîng
還	huân
還	huān
邊	pian
邊	pinn
那	ná
邪	siâ
郊	kau
郎	lông 對丈夫的尊稱。
郎	lông
部	pōo
部	phō
都	to
鄙	phí
鄰	lîn
酉	iú
配	phuè
酒	tsiú
酥	soo
酵	kànn
酸	sng
酺	pôo
醃	am
醉	tsuì
醋	tshòo
醒	tshénn
醫	i
醬	tsiùnn
里	lí
重	tāng
重	tîng
重	tiông
重	tiōng
野	iá
量	niū
量	liông
量	liōng
量	niû
金	kim
釘	tìng
針	tsiam
釣	tiò
釧	tshuan
鈃	giang
鈍	俗 tun
鈍	tun
鈍	tùn
鈍	tūn
鈕	liú
鈴	lîng
鈷	kóo
鉎	sian
鉗	khînn
鉛	iân
鉤	kau
鉸	ka
鉼	pín
鉼	phiánn
銀	gîn
銃	tshìng
銅	tâng
銎	khing
銬	khàu
銷	siau
鋏	giap
鋩	mê
鋪	phoo
鋸	kì
鋼	kǹg
錄	lo̍k
錘	thuî
錚	tshānn
錢	tsînn
錫	siah
錶	pió
鍊	liān
鍋	ko
鍋	ue
鍤	tshiah
鍥	keh
鍥	kueh
鍾	tsing
鎖	só
鎮	tìn
鏡	kiànn
鏢	pio
鏨	tsām
鐘	tsing
鐵	thih
鑄	tsù
鑢	lù
鑱	tshîm
鑼	lô
鑽	tsǹg
鑿	tsha̍k
長	tióng
長	tiúnn
長	tn̂g
門	bûn
門	mn̂g
閂	tshuànn
閃	siám
閉	pì
開	khui
開	khai
閏	jūn
閒	îng
間	kan
間	king
閘	tsa̍h
閣	koh
閬	làng
閹	iam
闊	khuah
闔	kha̍h
關	kuainn
關	kuinn
關	kuan
阮	guán
防	hông
阿	a
降	kàng
降	hâng
限	ān
限	hān
院	īnn
陣	tsūn
陣	tīn
除	tî
除	tû
陪	puê
陰	im
陵	niā
陷	hām
陽	iông
隊	tuī
隔	keh
隙	khiah
隨	suî
險	hiám
隱	ún
隻	tsiah
雁	gān
雄	hîng
雄	hiông
集	tsi̍p
雕	tiau
雙	siang
雜	tsa̍p
雞	ke
雞	kue
離	lī
難	lān
雨	hōo
雨	ú
雪	seh
雪	suat
雲	hûn
雷	luî
雹	pha̍uh
雺	bông
電	tiān
霆	tân
霜	sng
霜	song
霧	bū
露	lōo
霸	pà
靈	lîng
青	tshenn
青	tshing
靜	tsīng
靜	tsēnn
非	hui
靠	khò
靠	khuà
面	biān
面	bīn
革	kik
靴	hia
鞋	ê
鞍	uann
鞏	khōng
鞘	siù
鞭	pian
鞭	pinn
韌	jūn
音	im
韻	ūn
響	hiáng
頁	ia̍h
頂	tíng
項	hāng
順	sūn
頓	tǹg
頕	tàm
領	líng
領	niá
頭	thâu
頷	ām
題	tê
額	gia̍h
額	hia̍h
顏	gân
願	guān
類	luī
顧	kòo
顫	tsùn
顯	hián
顯	hiánn
風	hong
颺	tshiûnn
颺	iānn
飄	phiau
飛	hui
飛	pue
食	tsia̍h
食	si̍t
飢	ki
飫	uì
飯	pn̄g
飲	ím
飼	tshī
飽	pá
餅	piánn
養	ióng
養	iúnn
餌	jī
餓	gō
餡	ānn
館	kuán
餾	liū
饒	jiâu
饞	sâi
香	hiunn
馬	bé
馬	má
駐	tū
駛	sái
騎	khiâ
騙	phiàn
騰	thîng
驗	giām
驚	kiann
驛	ia̍h
驢	lî
驢	lû
骨	kut
髓	tshué
體	thé
高	ko
髡	khun
髻	kuè
鬃	tsang
鬆	sang
鬆	song
鬍	hôo
鬖	sàm
鬚	tshiu
鬥	tàu
鬧	nāu
鬮	khau
鬱	ut
鬼	kuí
魂	hûn
魄	phik
魚	hî
魯	lóo
鮮	tshinn
鯽	tsit
鰓	tshi
鰱	liân
鰻	muâ
鰾	piō
鱉	pih
鱖	kuè
鱖	kè
鱗	lân
鱟	hāu
鱸	lôo
鳥	tsiáu
鳳	hōng
鴨	ah
鵝	gô
鵤	kak
鶴	ho̍h
鷹	ing
鹹	kiâm
鹼	kinn
鹽	iâm
鹿	lo̍k
麥	be̍h
麩	hu
麩	phoo
麭	pháng
麴	khak
麵	mī
麻	bâ
麻	muâ
黃	n̂g
黍	sé
黍	sué
黏	liâm
黗	thûn
黜	thuh
黜	thut
點	tiám
黨	tóng
鼎	tiánn
鼎	e
鼓	kóo
鼠	tshí
鼠	tshú
鼻	phīnn
鼾	kônn
鼾	huânn
齁	honn
齆	àng
齊	tsê
齊	tsiâu
齋	tsai
齒	khí
齣	tshut
齧	khè
齧	khuè
齪	tsak
齴	giàng
龍	lîng
龍	liông
龐	phiāng
龜	ku
𠕇	tīng
𠞩	tsuî
𠞭	liô
𠢕	gâu
𠯗	tsi̍p
𡢃	kán
𡳞	lān
𢪱	bu̍t
𢯾	mooh
𢲸	lōo
𢼌	pa
𣁳	khat
𣛮	siānn
𣻸	siûnn
𤆬	tshuā
𤉙	kûn
𤲍	kheh
𤶃	thiāu
𤺪	siān
𥍉	liap
𥍉	nih
𥐵	phiat
𥰔	phín
𥴊	kám
𦊓	lîng
𦜆	ham
𧉟	tâi
𧮙	tshoh
𧿬	thún
𨂾	làm
𨂿	uáinn
𩑾	tshih
𩚨	khiū
𩛩	kauh
𩵱	ngóo
𩸙	tāi
𪁎	tshio
𪐞	tòo
𪜶	in
𫝏	gàn
𫝛	siāng
𫝺	hiù
𫝻	huê
𫞼	tshāi
𫟂	hân
𫟣	sōng
𬦰	peh
㤉潲	gê-siâu
㧣風	tu-hong
㧻破	tok-phuà
㨂甲	tàng-kah
㨻魚	tsānn hî
㴘麵	bāu mī
㾀屎	khiap-sái
㾀勢	khiap-sì
䆀指	bái-tsáinn
䆀才	bái-tsâi
䆀手	bái-tshiú
䆀味	bái bī
䆀猴	bái-kâu
䆀空	bái-khang
䆀氣	bái-khuì
䖙椅	the-í
䘥仔	kah-á
一流	it-liû
一生	it-sing
一下	tsi̍t-ē
一半	tsi̍t-puànn
一旦	it-tàn
一來	it--lâi
一定	it-tīng
一直	it-ti̍t
一律	it-lu̍t
一概	it-khài
一致	it-tì
一面	tsi̍t-bīn
一般	it-puann
一切	it-tshè
一路	tsi̍t-lōo
一寡	--tsi̍t-kuá
一日	tsi̍t ji̍t
一冬	tsi̍t tang
一晡	tsi̍t-poo
一任	tsi̍t jīm
一回	tsi̍t huê
一心	it-sim
一米	tsi̍t bí
一格	tsi̍t keh
一歲	tsi̍t huè
一擺	tsi̍t pái
一向	it-hiòng
一再	it-tsài
一片	it-phiàn
一貫	it-kuàn
一時	tsi̍t-sî
一日	tsi̍t-ji̍t
一邊	tsi̍t-pinn
一體	it-thé
七夕	tshit-sia̍h
七孔	tshit-khóng
七星	tshit-tshenn
七爺	Tshit-iâ
七堵	Tshit-tóo
七張	Tshit-tiunn
丈人	tiūnn-lâng
丈公	tiūnn-kong
丈姆	tiūnn-ḿ
三八	sam-pat
三更	sann-kenn
三更	sann-kinn
三角	sann-kak
三思	sàm-su
三牲	sam-sing
三教	sam-kàu
三絃	sam-hiân
三頓	sann tǹg
三層	sam-tsân
三尺	sann tshioh
三成	sann siânn
三樓	sann lâu
三義	Sam-gī
三民	Sam-bîn
三重	Sann-tîng-poo
三通	sam-thong
三軍	sam-kun
三國	Sam-kok
上車	tsiūnn-tshia
上桌	tsiūnn-toh
上水	tshiūnn-tsuí
上好	siōng-hó
上久	siōng-kú
上緊	siōng kín
上山	tsiūnn-suann
上元	Siōng-guân
上加	siōng-ke
上午	siōng-ngóo
上天	siōng-thian
上手	tsiūnn-tshiú
上腳	tsiūnn-kioh
上濟	siōng tsē
上濟	siōng tsuē
上北	tsiūnn-pak
上市	tsiūnn-tshī
上目	tsiūnn-ba̍k
上任	tsiūnn-jīm
上台	tsiūnn-tâi
上好	siōng hó
上帝	Siōng-tè
上等	siōng-tíng
上崎	tsiūnn-kiā
上殕	tshiūnn-phú
上訴	siōng-sòo
上蓋	siōng-kài
上課	siōng-khò
上無	siōng-bô
上聲	sióng-siann
上童	tsiūnn-tâng
上尾	siōng-bué
上尾	siōng-bé
上網	tsiūnn-bāng
上灘	tsiūnn thuann
上任	tsiūnn-līm
上教	tsiūnn-kà
上員	Siōng-guân
上升	siōng-sing
上師	siōng-su
上下	siōng-hā
上班	siōng-pan
上場	tsiūnn-tiûnn
上櫃	tsiūnn-kuī
上校	siōng-hāu
上路	tsiūnn-lōo
上岸	tsiūnn-huānn
上將	siōng-tsiòng
下班	hā-pan
下令	hā-līng
下集	hā tsi̍p
下𦜆	ē-ham
下頦	ē-hâi
下山	hā-san
下元	Hā-guân
下勻	ē-ûn
下輩	ē-puè
下沿	ē-iân
下午	hā-ngóo
下晡	ē-poo
下晝	ē-tàu
下手	hē-tshiú
下手	ē-tshiú
下水	hā-suí
下司	ē-si
下本	hē-pún
下台	hā-tâi
下底	ē-té
下跤	ē-kha
下面	ē-bīn
下昏	e-hng
下暗	e-àm
下港	ē-káng
下痟	hā-siau
下落	hē-lo̍h
下底	ē-tué
下課	hā-khò
下顎	ē-kok
下擺	ē-pái
下願	hē-guān
下冬	ē-tang
下降	hā-kàng
下載	hā-tsài
下旬	hā-sûn
下鄉	hā-hiong
下場	hā-tiûnn
下垂	hā-suî
不孝	put-hàu
不才	put-tsâi
不仁	put-jîn
不止	put-tsí
不但	put-tān
不服	put-ho̍k
不法	put-huat
不時	put-sî
不義	put-gī
不滿	put-buán
不便	put-piān
不准	put-tsún
不幸	put-hīng
不足	put-tsiok
不如	put-jû
不管	put-kuán
不過	put-kò
不斷	put-tuān
不可	put-khó
不再	put-tsài
不論	put-lūn
不只	put-tsí
不良	put-liông
不利	put-lī
不得	put-tik
不孕	put-īn
不安	put-an
不宜	put-gî
不解	put-kái
不該	put-kai
不變	put-piàn
不等	put-tíng
不實	put-si̍t
不明	put-bîng
不肖	put-siàu
不平	put-pîng
不盡	put-tsīn
丑時	thiú-sî
丑仔	thiú-á
且慢	tshiánn-bān
世交	sè-kau
世事	sè-sū
世代	sè-tāi
世俗	sè-sio̍k
世間	sè-kan
世界	sè-kài
世紀	sè-kí
世情	sè-tsîng
世運	Sè-ūn
世上	sè-siōng
世家	sè-ka
丙等	piánn tíng
並列	pīng-lia̍t
並無	pīng bô
並且	pīng-tshiánn
中古	tiong-kóo
中盤	tiong-puânn
中央	tiong-ng
中學	tiong-ha̍k
中毒	tiòng-to̍k
中人	tiong-lâng
中元	Tiong-guân
中用	tiòng-iōng
中心	tiong-sim
中立	tiong-li̍p
中旬	tiong-sûn
中和	tiong-hô
中指	tiong-tsáinn
中秋	Tiong-tshiu
中計	tiòng-kè
中風	tiòng-hong
中脊	tiong-tsit
中晝	tiong-tàu
中途	tiong-tôo
中等	tiong-tíng
中範	tiong-pān
中間	tiong-kan
中傷	tiòng-siong
中意	tìng-ì
中醫	tiong-i
中午	tiong-ngóo
中共	Tiong-kiōng
中藥	tiong-io̍h
中獎	tiòng-tsióng
中壢	Tiong-li̍k
中洲	Tiong-tsiu
中里	Tiong-lí
中山	Tiong-san
中國	Tiong-kok
中央	tiong-iong
中文	Tiong-bûn
中部	tiong-pōo
中年	tiong-liân
中音	tiong-im
中正	tiong-tsìng
中式	tiong-sik
中校	tiong-hāu
中型	tiong-hîng
中樞	tiong-tshu
中油	Tiong-iû
中性	tiong-sìng
中區	tiong-khu
中期	tiong-kî
中鋒	tiong-hong
中止	tiong-tsí
中西	tiong-se
中美	Tiong-bí
中原	tiong-guân
串通	tshuàn-thong
串仔	tshuàn-á
串仔	tshǹg-á
串講	tshuàn-kóng
串聯	tshuàn-liân
丸仔	uân-á
丹紅	tan-hông
丹田	tan-tiân
丹毒	tan-to̍k
主人	tsú-lâng
主任	tsú-jīm
主見	tsú-kiàn
主角	tsú-kak
主持	tsú-tshî
主要	tsú-iàu
主席	tsú-si̍k
主動	tsú-tōng
主婚	tsú-hun
主婦	tsú-hū
主張	tsú-tiunn
主意	tsú-ì
主義	tsú-gī
主管	tsú-kuán
主辦	tsú-pān
主顧	tsú-kòo
主權	tsú-khuân
主題	tsú-tê
主委	tsú-uí
主導	tsú-tō
主流	tsú-liû
主機	tsú-ki
主力	tsú-li̍k
主演	tsú-ián
主因	tsú-in
主治	tsú-tī
主體	tsú-thé
主教	tsú-kàu
主宰	tsú-tsáinn
主觀	tsú-kuan
主唱	tsú-tshiùnn
主講	tsú-káng
主將	tsú-tsiòng
主菜	tsú-tshài
主編	tsú-pian
主食	tsú-si̍t
主播	tsú-pòo
久久	kú-kú
久仰	kiú-gióng
久見	kiú-kiàn
久來	kú--lâi
久長	kú-tn̂g
久年	kú-nî
之間	tsi-kan
之外	tsi-guā
之中	tsi-tiong
乖巧	kuai-khá
乖僻	kuai-phiah
乙等	it tíng
九孔	káu-kháng
乞的	khit--ê
乞食	khit-tsia̍h
乞龜	khit-ku
也好	iā hó
也是	iā sī
乳名	jú-miâ
乳名	lú-miâ
乾坤	khiân-khun
乾造	khiân-tsō
乾杯	kan-pue
亂使	luān-sú
亂來	luān-lâi
亂世	luān-sè
亂彈	lān-thân
亂講	luān-kóng
亂彈	luān tuānn
亂象	luān-siōng
亂源	luān-guân
亂碼	luān-bé
了了	liáu-liáu
了解	liáu-kái
了力	liáu-la̍t
了了	--liáu-liáu
了工	liáu-kang
了本	liáu-pún
了後	liáu-āu
了然	liáu-jiân
了錢	liáu-tsînn
了結	liáu-kiat
予伊	hōo i
事後	sū-āu
事先	sū-sian
事主	sū-tsú
事件	sū-kiānn
事務	sū-bū
事理	sū-lí
事業	sū-gia̍p
事實	sū-si̍t
事變	sū-piàn
事物	sū-bu̍t
事項	sū-hāng
事宜	sū-gî
事蹟	sū-tsik
事故	sū-kòo
二手	jī-tshiú
二房	jī-pâng
二指	jī-tsáinn
二手	lī-tshiú
二姆	jī-ḿ
二指	lī-tsáinn
二水	Jī-tsuí
二結	Jī-kiat
互動	hōo-tōng
互相	hōo-siong
互助	hōo-tsōo
互惠	hōo-huī
互信	hōo-sìn
互補	hōo-póo
五穀	ngóo-kok
五仁	ngóo-jîn
五金	ngóo-kim
五香	ngóo-hiang
五彩	ngóo-tshái
五路	ngóo-lōo
五福	ngóo-hok
五臟	ngóo-tsōng
五仁	ngóo-lîn
五官	ngóo-kuan
井水	tsénn-tsuí
亞鉛	a-iân
亞洲	A-tsiu
亞太	A-thài
亞運	A-ūn
亞軍	a-kun
亡國	bông-kok
亡兄	bông-hing
亡魂	bông-hûn
交付	kau-hù
交陪	kau-puê
交代	kau-tài
交往	kau-óng
交插	kau-tshap
交葛	kau-kat
交易	kau-i̍k
交易	ka-ia̍h
交流	kau-liû
交涉	kau-sia̍p
交情	kau-tsîng
交接	kau-tsiap
交通	kau-thong
交割	kau-kuah
交換	kau-uānn
交替	kau-thè
交椅	kau-í
交結	kau-kiat
交落	ka-la̍uh
交際	kau-tsè
交關	kau-kuan
交保	kau-pó
交談	kau-tâm
交繃	kau-penn
交繃	kau-pinn
交仗	kau-tiōng
交纏	kau-tînn
交友	kau-iú
交叉	kau-tshe
交織	kau-tsit
交會	kau-huē
交貨	kau-huè
交戰	kau-tsiàn
亥時	hāi-sî
享受	hiáng-siū
享福	hiáng-hok
享有	hiáng-iú
享用	hiáng-iōng
京戲	kiann-hì
亭仔	tîng-á
人類	jîn-luī
人情	jîn-tsîng
人人	lâng-lâng
人工	lâng-kang
人才	lâng-tsâi
人中	jîn-tiong
人民	jîn-bîn
人生	jîn-sing
人事	jîn-sū
人物	jîn-bu̍t
人客	lâng-kheh
人面	lâng-bīn
人倫	jîn-lûn
人員	jîn-uân
人數	jîn-sòo
人數	lîn-sòo
人家	jîn-ke
人格	jîn-keh
人氣	jîn-khì
人望	jîn-bōng
人望	lîn-bōng
人緣	lâng-iân
人馬	jîn-má
人參	jîn-sim
人氣	lîn-khì
人造	jîn-tsō
人影	lâng-iánn
人範	lâng-pān
人頭	lâng-thâu
人權	jîn-khuân
人民	lîn-bîn
人造	lîn-tsō
人材	lâng-tsâi
人品	jîn-phín
人參	lîn-sim
人間	jîn-kan
人員	lîn-uân
人額	lâng-gia̍h
人士	jîn-sū
人口	jîn-kháu
人體	jîn-thé
人選	jîn-suán
人力	jîn-li̍k
人身	jîn-sin
人潮	jîn-tiâu
人性	jîn-sìng
人際	jîn-tsè
人命	lâng-miā
人質	jîn-tsit
人心	jîn-sim
人文	jîn-bûn
人次	jîn-tshù
人為	jîn-uî
人壽	jîn-siū
人種	jîn-tsióng
人世	jîn-sè
人群	jîn-kûn
人和	jîn-hô
人道	jîn-tō
仁者	jîn-tsiá
仁丹	jîn-tan
仁愛	jîn-ài
仁慈	jîn-tsû
仁義	jîn-gī
仁慈	lîn-tsû
仇恨	siû-hūn
今仔	tann-á
今才	tann-tsiah
今年	kin-nî
今後	kim-āu
介在	kài-tsāi
介紹	kài-siāu
介入	kài-ji̍p
介面	kài-bīn
仕途	sū-tôo
他人	thann-jîn
他鄉	thann-hiong
付出	hù-tshut
付費	hù-huì
付款	hù-khuán
仙人	sian-jîn
仙女	sian-lí
仙丹	sian-tan
仙姑	sian-koo
仙洞	sian-tōng
仙桃	sian-thô
仙草	sian-tsháu
仙境	sian-kíng
仝款	kāng-khuán
仝心	kāng-sim
仝沿	kāng-iân
仝勻	kāng-ûn
仝輩	kāng-puè
代誌	tāi-tsì
代先	tāi-sing
代表	tāi-piáu
代書	tāi-su
代理	tāi-lí
代替	tāi-thè
代筆	tāi-pit
代辦	tāi-pān
代替	tāi-thuè
代價	tāi-kè
代號	tāi-hō
代工	tāi-kang
代碼	tāi-bé
代謝	tāi-siā
代步	tāi-pōo
代勞	tāi-lô
代銷	tāi-siau
令尊	līng-tsun
令郎	līng-lông
令堂	līng-tông
以後	í-āu
以及	í-ki̍p
以前	í-tsîng
以早	í-tsá
以往	í-óng
以免	í-bián
以為	í-uî
以上	í-siōng
以來	í-lâi
以外	í-guā
以下	í-hā
任用	jīm-iōng
任職	jīm-tsit
任何	jīm-hô
任務	jīm-bū
任意	jīm-ì
任期	jīm-kî
任命	jīm-bīng
任內	jīm-lāi
份量	hūn-liōng
份額	hūn-gia̍h
份子	hūn-tsú
仿仔	hóng-á
企業	khì-gia̍p
企圖	khì-tôo
企管	khì-kuán
休息	hiu-sik
休學	hiu-ha̍k
休閒	hiu-hân
休館	hiu-kuán
休假	hiu-ká
伙食	hué-si̍t
伨重	thīn tāng
伨頭	thīn-thâu
伯公	peh-kong
估計	kóo-kè
估價	kóo-kè
估算	kóo-sǹg
伴手	phuānn-tshiú
伴奏	phuānn-tsàu
伴娶	phuānn-tshuā
伴嫁	phuānn-kè
伴唱	phuānn-tshiùnn
伶俐	líng-lī
伸手	tshun-tshiú
伸冤	sin-uan
伸勻	tshun-ûn
伸輪	tshun-lûn
伸勼	tshun-kiu
伸跤	tshun-kha
伸捙	tshun-tshia
伸出	tshun-tshut
伸長	tshun-tn̂g
佃戶	tiān-hōo
但是	tān-sī
佇咧	tī-leh
佈置	pòo-tì
佈陣	pòo tīn
佈田	pòo-tshân
佈滿	pòo-muá
佈局	pòo-kio̍k
位置	uī-tì
位元	uī-guân
低音	kē-im
低級	kē-kip
低路	kē-lōo
住宅	tsū-the̍h
住址	tsū-tsí
住所	tsū-sóo
住戶	tsū-hōo
何人	hô jîn
何必	hô-pit
何苦	hô-khóo
何況	hô-hóng
何時	hô-sî
佗位	tó-uī
佗落	tó-lo̍h
佗落	tá-lo̍h
佛教	Hu̍t-kàu
佛教	Pu̍t-kàu
佛仔	pu̍t-á
佛寺	hu̍t-sī
佛門	hu̍t-mn̂g
佛祖	Pu̍t-tsóo
佛堂	hu̍t-tn̂g
佛像	hu̍t-siōng
佛龕	pu̍t-kham
佛珠	hu̍t-tsu
佛典	Hu̍t-tián
佛經	hu̍t-king
佛法	Hu̍t-huat
佛學	Hu̍t-ha̍k
作曲	tsok-khik
作戰	tsok-tsiàn
作文	tsok-bûn
作用	tsok-iōng
作田	tsoh-tshân
作穡	tsoh-sit
作弄	tsok-lōng
作怪	tsok-kuài
作法	tsok-huat
作物	tsok-bu̍t
作者	tsok-tsiá
作品	tsok-phín
作為	tsok-uî
作家	tsok-ka
作亂	tsok-luān
作業	tsok-gia̍p
作弊	tsok-pè
作孽	tsok-gia̍t
作風	tsok-hong
佩服	puē-ho̍k
佬仔	láu-á
佮意	kah-ì
佮喙	kah-tshuì
佮股	kap-kóo
佯生	tènn-tshenn
佯生	tìnn-tshinn
佯戇	tènn-gōng
佯戇	tìnn-gōng
佯痟	tènn-siáu
佳哉	ka-tsài
佳人	ka-jîn
佳音	ka-im
佳期	ka-kî
佳冬	Ka-tang
佳作	ka-tsok
使用	sú-iōng
使弄	sái-lōng
使命	sú-bīng
來洗	lâi-sé
來往	lâi-óng
來世	lâi-sè
來去	lâi-khì
來路	lâi-lōo
來歷	lâi-li̍k
來賓	lâi-pin
來回	lâi-huê
來回	lâi-hê
來自	lâi-tsū
來源	lâi-guân
來電	lâi-tiān
來函	lâi-hâm
例外	lē-guā
侍候	sū-hāu
侗戇	tòng-gōng
供體	king-thé
供給	kiong-kip
依倚	i-uá
依賴	i-nāi
依據	i-kì
